/home/stephanie/mysql-server/build/runtime_output_directory/mysqld, Version: 8.0.36 (Source distribution). started with:
Tcp port: 13000  Unix socket: /home/stephanie/mysql-server/build/mysql-test/var/tmp/mysqld.1.sock
Time                 Id Command    Argument
2024-05-01T14:09:25.275151Z	    9 Query	SET GLOBAL general_log = 'ON'
2024-05-01T14:09:27.947436Z	   13 Query	SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA IN ('test')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME
2024-05-01T14:09:27.949253Z	   13 Query	SHOW VARIABLES LIKE 'ndbinfo\_version'
2024-05-01T14:09:27.951148Z	   13 Init DB	test
2024-05-01T14:09:27.951508Z	   13 Query	show tables
2024-05-01T14:09:27.952729Z	   13 Query	UNLOCK TABLES
2024-05-01T14:09:27.952894Z	   13 Quit	
2024-05-01T14:09:28.161923Z	   14 Connect	root@127.0.0.1 on  using SSL/TLS
2024-05-01T14:09:28.162652Z	   14 Query	show databases
2024-05-01T14:09:28.166220Z	   14 Quit	
2024-05-01T14:09:28.199477Z	   15 Connect	root@127.0.0.1 on test using SSL/TLS
2024-05-01T14:09:28.200216Z	   15 Query	select @@version_comment limit 1
2024-05-01T14:09:28.200712Z	   15 Query	SELECT current_user()
2024-05-01T14:09:28.201108Z	   15 Query	SELECT user()
2024-05-01T14:09:28.201553Z	   15 Quit	
2024-05-01T14:09:28.203598Z	    9 Query	CREATE USER 'testuser'@'127.0.0.1' IDENTIFIED BY <secret>
2024-05-01T14:09:28.354982Z	    9 Query	GRANT ALL ON test.* TO testuser@'127.0.0.1'
2024-05-01T14:09:28.493920Z	    9 Query	SHOW GRANTS FOR testuser@'127.0.0.1'
2024-05-01T14:09:28.494936Z	    9 Query	SELECT USER()
2024-05-01T14:09:28.495673Z	    9 Query	SELECT current_user()
2024-05-01T14:09:28.496165Z	    9 Query	SHOW PROCESSLIST
2024-05-01T14:09:28.497882Z	   16 Connect	root@127.0.0.1 on test using TCP/IP
2024-05-01T14:09:28.498477Z	   16 Quit	
2024-05-01T14:09:28.499089Z	    9 Query	REVOKE ALL ON test.* FROM testuser@'127.0.0.1'
2024-05-01T14:09:28.668940Z	    9 Query	RENAME USER testuser@'127.0.0.1' to testuser1@'127.0.0.1'
2024-05-01T14:09:28.868810Z	    9 Query	SET PASSWORD FOR `testuser1`@`127.0.0.1`=<secret>
2024-05-01T14:09:29.004413Z	    9 Query	SELECT USER()
2024-05-01T14:09:29.005092Z	    9 Query	DROP USER testuser1@'127.0.0.1'
2024-05-01T14:09:29.125426Z	    9 Query	SET @nip= inet_aton('127.0.0.1')
2024-05-01T14:09:29.126104Z	    9 Query	CREATE TABLE t1 (c1 varbinary(16), c2 varchar(16), c3 binary(16), c4 char(16), c5 long, c6 int) charset latin1
2024-05-01T14:09:30.673610Z	    9 Query	INSERT INTO t1 VALUES (@nip,@nip,@nip,@nip,@nip,@nip)
2024-05-01T14:09:30.960786Z	    9 Query	SELECT inet_ntoa(c1) FROM t1
2024-05-01T14:09:30.961796Z	    9 Query	SELECT inet_ntoa(CAST(c1 AS UNSIGNED)) FROM t1
2024-05-01T14:09:30.962718Z	    9 Query	SELECT inet_ntoa(c2) FROM t1
2024-05-01T14:09:30.963652Z	    9 Query	SELECT inet_ntoa(CAST(c2 AS UNSIGNED)) FROM t1
2024-05-01T14:09:30.964493Z	    9 Query	SELECT inet_ntoa(c3) FROM t1
2024-05-01T14:09:30.965097Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:30.965640Z	    9 Query	SELECT inet_ntoa(CAST(c3 AS UNSIGNED)) FROM t1
2024-05-01T14:09:30.966240Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:30.966739Z	    9 Query	SELECT inet_ntoa(c4) FROM t1
2024-05-01T14:09:30.967637Z	    9 Query	SELECT inet_ntoa(CAST(c4 AS UNSIGNED)) FROM t1
2024-05-01T14:09:30.968393Z	    9 Query	SELECT inet_ntoa(c5) FROM t1
2024-05-01T14:09:30.969168Z	    9 Query	SELECT inet_ntoa(CAST(c5 AS UNSIGNED)) FROM t1
2024-05-01T14:09:30.970297Z	    9 Query	SELECT inet_ntoa(c6) FROM t1
2024-05-01T14:09:30.971156Z	    9 Query	DROP TABLE IF EXISTS t1
2024-05-01T14:09:31.955633Z	    9 Query	SELECT @nip
2024-05-01T14:09:31.956133Z	    9 Query	SELECT inet_ntoa(@nip)
2024-05-01T14:09:31.956506Z	    9 Query	SET @nip6= inet6_aton('127.0.0.1')
2024-05-01T14:09:31.956864Z	    9 Query	CREATE TABLE t1 (c1 varbinary(16), c2 varchar(16), c3 binary(16), c4 char(16), c5 long, c6 int) charset latin1
2024-05-01T14:09:34.046489Z	    9 Query	INSERT IGNORE INTO t1 VALUES (@nip6,@nip6,@nip6,@nip6,@nip6,@nip6)
2024-05-01T14:09:34.201893Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:34.202666Z	    9 Query	SELECT inet6_ntoa(c1) FROM t1
2024-05-01T14:09:34.203731Z	    9 Query	SELECT inet6_ntoa(CAST(c1 AS BINARY(16))) FROM t1
2024-05-01T14:09:34.204676Z	    9 Query	SELECT inet6_ntoa(c2) FROM t1
2024-05-01T14:09:34.205428Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:34.206130Z	    9 Query	SELECT inet6_ntoa(CAST(c2 AS BINARY(16))) FROM t1
2024-05-01T14:09:34.207092Z	    9 Query	SELECT inet6_ntoa(c3) FROM t1
2024-05-01T14:09:34.208140Z	    9 Query	SELECT inet6_ntoa(CAST(c3 AS BINARY(16))) FROM t1
2024-05-01T14:09:34.209637Z	    9 Query	SELECT inet6_ntoa(c4) FROM t1
2024-05-01T14:09:34.210581Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:34.211686Z	    9 Query	SELECT inet6_ntoa(CAST(c4 AS BINARY(16))) FROM t1
2024-05-01T14:09:34.212940Z	    9 Query	SELECT inet6_ntoa(c5) FROM t1
2024-05-01T14:09:34.213883Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:34.215009Z	    9 Query	SELECT inet6_ntoa(CAST(c5 AS BINARY(16))) FROM t1
2024-05-01T14:09:34.216476Z	    9 Query	SELECT inet6_ntoa(c6) FROM t1
2024-05-01T14:09:34.217250Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:34.217913Z	    9 Query	SELECT inet6_ntoa(CAST(c6 AS BINARY(16))) FROM t1
2024-05-01T14:09:34.219015Z	    9 Query	DROP TABLE IF EXISTS t1
2024-05-01T14:09:34.925875Z	    9 Query	SELECT inet6_ntoa(@nip6)
2024-05-01T14:09:34.964519Z	   17 Connect	root@127.0.0.1 on  using SSL/TLS
2024-05-01T14:09:34.965189Z	   17 Quit	
2024-05-01T14:09:34.986180Z	   18 Connect	root@127.0.0.1 on  using SSL/TLS
2024-05-01T14:09:34.986417Z	   18 Init DB	test
2024-05-01T14:09:34.986618Z	   18 Query	SHOW /*!50002 FULL*/ TABLES
2024-05-01T14:09:34.988086Z	   18 Init DB	test
2024-05-01T14:09:34.988259Z	   18 Quit	
2024-05-01T14:09:34.999710Z	   19 Connect	root@127.0.0.1 on  using SSL/TLS
2024-05-01T14:09:34.999905Z	   19 Query	/*!40100 SET @@SQL_MODE='' */
2024-05-01T14:09:35.000072Z	   19 Query	/*!40103 SET TIME_ZONE='+00:00' */
2024-05-01T14:09:35.000272Z	   19 Query	/*!80000 SET SESSION information_schema_stats_expiry=0 */
2024-05-01T14:09:35.000389Z	   19 Query	SET SESSION NET_READ_TIMEOUT= 86400, SESSION NET_WRITE_TIMEOUT= 86400
2024-05-01T14:09:35.000529Z	   19 Query	SHOW VARIABLES LIKE 'gtid_mode'
2024-05-01T14:09:35.002438Z	   19 Query	SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE ENGINE = 'ndbcluster' AND FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE ENGINE = 'ndbcluster' AND FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA IN ('test'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME
2024-05-01T14:09:35.005301Z	   19 Query	SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA IN ('test')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME
2024-05-01T14:09:35.006785Z	   19 Query	SHOW VARIABLES LIKE 'ndbinfo\_version'
2024-05-01T14:09:35.008438Z	   19 Init DB	test
2024-05-01T14:09:35.008636Z	   19 Query	show tables
2024-05-01T14:09:35.009728Z	   19 Query	UNLOCK TABLES
2024-05-01T14:09:35.009912Z	   19 Quit	
2024-05-01T14:09:35.020095Z	   20 Connect	root@127.0.0.1 on  using SSL/TLS
2024-05-01T14:09:35.020377Z	   20 Query	show databases
2024-05-01T14:09:35.021291Z	   20 Quit	
2024-05-01T14:09:35.031782Z	   21 Connect	root@127.0.0.1 on test using SSL/TLS
2024-05-01T14:09:35.032163Z	   21 Query	select @@version_comment limit 1
2024-05-01T14:09:35.032481Z	   21 Query	SELECT current_user()
2024-05-01T14:09:35.032786Z	   21 Query	SELECT user()
2024-05-01T14:09:35.033093Z	   21 Quit	
2024-05-01T14:09:35.034086Z	    9 Query	CREATE USER 'testuser'@'0:0:0:0:0:ffff:127.0.0.1' IDENTIFIED BY <secret>
2024-05-01T14:09:35.192449Z	    9 Query	GRANT ALL ON test.* TO testuser@'0:0:0:0:0:FFFF:127.0.0.1'
2024-05-01T14:09:35.370653Z	    9 Query	SHOW GRANTS FOR testuser@'0:0:0:0:0:FFFF:127.0.0.1'
2024-05-01T14:09:35.371759Z	    9 Query	SELECT USER()
2024-05-01T14:09:35.372620Z	    9 Query	SELECT current_user()
2024-05-01T14:09:35.373273Z	    9 Query	SHOW PROCESSLIST
2024-05-01T14:09:35.375213Z	   22 Connect	root@127.0.0.1 on test using TCP/IP
2024-05-01T14:09:35.375859Z	   22 Quit	
2024-05-01T14:09:35.376171Z	    9 Query	REVOKE ALL ON test.* FROM testuser@'0:0:0:0:0:FFFF:127.0.0.1'
2024-05-01T14:09:35.544053Z	    9 Query	RENAME USER testuser@'0:0:0:0:0:FFFF:127.0.0.1' to testuser1@'0:0:0:0:0:FFFF:127.0.0.1'
2024-05-01T14:09:35.674548Z	    9 Query	SET PASSWORD FOR `testuser1`@`0:0:0:0:0:ffff:127.0.0.1`=<secret>
2024-05-01T14:09:35.817449Z	    9 Query	SELECT USER()
2024-05-01T14:09:35.818453Z	    9 Query	DROP USER testuser1@'0:0:0:0:0:FFFF:127.0.0.1'
2024-05-01T14:09:35.986264Z	    9 Query	SET @nip= inet_aton('0:0:0:0:0:FFFF:127.0.0.1')
2024-05-01T14:09:35.986706Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:35.987409Z	    9 Query	CREATE TABLE t1 (c1 varbinary(16), c2 varchar(16), c3 binary(16), c4 char(16), c5 long, c6 int) charset latin1
2024-05-01T14:09:36.810285Z	    9 Query	INSERT INTO t1 VALUES (@nip,@nip,@nip,@nip,@nip,@nip)
2024-05-01T14:09:37.009822Z	    9 Query	SELECT inet_ntoa(c1) FROM t1
2024-05-01T14:09:37.010918Z	    9 Query	SELECT inet_ntoa(CAST(c1 AS UNSIGNED)) FROM t1
2024-05-01T14:09:37.011852Z	    9 Query	SELECT inet_ntoa(c2) FROM t1
2024-05-01T14:09:37.012654Z	    9 Query	SELECT inet_ntoa(CAST(c2 AS UNSIGNED)) FROM t1
2024-05-01T14:09:37.013359Z	    9 Query	SELECT inet_ntoa(c3) FROM t1
2024-05-01T14:09:37.014045Z	    9 Query	SELECT inet_ntoa(CAST(c3 AS UNSIGNED)) FROM t1
2024-05-01T14:09:37.014735Z	    9 Query	SELECT inet_ntoa(c4) FROM t1
2024-05-01T14:09:37.015484Z	    9 Query	SELECT inet_ntoa(CAST(c4 AS UNSIGNED)) FROM t1
2024-05-01T14:09:37.016163Z	    9 Query	SELECT inet_ntoa(c5) FROM t1
2024-05-01T14:09:37.016826Z	    9 Query	SELECT inet_ntoa(CAST(c5 AS UNSIGNED)) FROM t1
2024-05-01T14:09:37.017468Z	    9 Query	SELECT inet_ntoa(c6) FROM t1
2024-05-01T14:09:37.018090Z	    9 Query	DROP TABLE IF EXISTS t1
2024-05-01T14:09:37.622458Z	    9 Query	SELECT @nip
2024-05-01T14:09:37.623153Z	    9 Query	SELECT inet_ntoa(@nip)
2024-05-01T14:09:37.623721Z	    9 Query	SET @nip6= inet6_aton('0:0:0:0:0:FFFF:127.0.0.1')
2024-05-01T14:09:37.624732Z	    9 Query	CREATE TABLE t1 (c1 varbinary(16), c2 varchar(16), c3 binary(16), c4 char(16), c5 long, c6 int) charset latin1
2024-05-01T14:09:39.082155Z	    9 Query	INSERT IGNORE INTO t1 VALUES (@nip6,@nip6,@nip6,@nip6,@nip6,@nip6)
2024-05-01T14:09:39.248434Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:39.249088Z	    9 Query	SELECT inet6_ntoa(c1) FROM t1
2024-05-01T14:09:39.249965Z	    9 Query	SELECT inet6_ntoa(CAST(c1 AS BINARY(16))) FROM t1
2024-05-01T14:09:39.250705Z	    9 Query	SELECT inet6_ntoa(c2) FROM t1
2024-05-01T14:09:39.251351Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:39.251895Z	    9 Query	SELECT inet6_ntoa(CAST(c2 AS BINARY(16))) FROM t1
2024-05-01T14:09:39.252581Z	    9 Query	SELECT inet6_ntoa(c3) FROM t1
2024-05-01T14:09:39.253277Z	    9 Query	SELECT inet6_ntoa(CAST(c3 AS BINARY(16))) FROM t1
2024-05-01T14:09:39.253967Z	    9 Query	SELECT inet6_ntoa(c4) FROM t1
2024-05-01T14:09:39.254551Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:39.255171Z	    9 Query	SELECT inet6_ntoa(CAST(c4 AS BINARY(16))) FROM t1
2024-05-01T14:09:39.255870Z	    9 Query	SELECT inet6_ntoa(c5) FROM t1
2024-05-01T14:09:39.256422Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:39.256969Z	    9 Query	SELECT inet6_ntoa(CAST(c5 AS BINARY(16))) FROM t1
2024-05-01T14:09:39.257707Z	    9 Query	SELECT inet6_ntoa(c6) FROM t1
2024-05-01T14:09:39.258293Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:39.258960Z	    9 Query	SELECT inet6_ntoa(CAST(c6 AS BINARY(16))) FROM t1
2024-05-01T14:09:39.259843Z	    9 Query	DROP TABLE IF EXISTS t1
2024-05-01T14:09:39.783804Z	    9 Query	SELECT inet6_ntoa(@nip6)
2024-05-01T14:09:39.819962Z	   23 Connect	root@127.0.0.1 on  using SSL/TLS
2024-05-01T14:09:39.820348Z	   23 Quit	
2024-05-01T14:09:39.833309Z	   24 Connect	root@127.0.0.1 on  using SSL/TLS
2024-05-01T14:09:39.833515Z	   24 Init DB	test
2024-05-01T14:09:39.833701Z	   24 Query	SHOW /*!50002 FULL*/ TABLES
2024-05-01T14:09:39.834713Z	   24 Init DB	test
2024-05-01T14:09:39.834858Z	   24 Quit	
2024-05-01T14:09:39.845148Z	   25 Connect	root@127.0.0.1 on  using SSL/TLS
2024-05-01T14:09:39.845366Z	   25 Query	/*!40100 SET @@SQL_MODE='' */
2024-05-01T14:09:39.845600Z	   25 Query	/*!40103 SET TIME_ZONE='+00:00' */
2024-05-01T14:09:39.845775Z	   25 Query	/*!80000 SET SESSION information_schema_stats_expiry=0 */
2024-05-01T14:09:39.845945Z	   25 Query	SET SESSION NET_READ_TIMEOUT= 86400, SESSION NET_WRITE_TIMEOUT= 86400
2024-05-01T14:09:39.846188Z	   25 Query	SHOW VARIABLES LIKE 'gtid_mode'
2024-05-01T14:09:39.848299Z	   25 Query	SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE ENGINE = 'ndbcluster' AND FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE ENGINE = 'ndbcluster' AND FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA IN ('test'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME
2024-05-01T14:09:39.850584Z	   25 Query	SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA IN ('test')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME
2024-05-01T14:09:39.852142Z	   25 Query	SHOW VARIABLES LIKE 'ndbinfo\_version'
2024-05-01T14:09:39.853823Z	   25 Init DB	test
2024-05-01T14:09:39.853987Z	   25 Query	show tables
2024-05-01T14:09:39.855105Z	   25 Query	UNLOCK TABLES
2024-05-01T14:09:39.855283Z	   25 Quit	
2024-05-01T14:09:39.865142Z	   26 Connect	root@127.0.0.1 on  using SSL/TLS
2024-05-01T14:09:39.865345Z	   26 Query	show databases
2024-05-01T14:09:39.866213Z	   26 Quit	
2024-05-01T14:09:39.876407Z	   27 Connect	root@127.0.0.1 on test using SSL/TLS
2024-05-01T14:09:39.876662Z	   27 Query	select @@version_comment limit 1
2024-05-01T14:09:39.876975Z	   27 Query	SELECT current_user()
2024-05-01T14:09:39.877187Z	   27 Query	SELECT user()
2024-05-01T14:09:39.877479Z	   27 Quit	
2024-05-01T14:09:39.878467Z	    9 Query	CREATE USER 'testuser'@'0000:0000:0000:0000:0000:ffff:127.0.0.1' IDENTIFIED BY <secret>
2024-05-01T14:09:40.135789Z	    9 Query	GRANT ALL ON test.* TO testuser@'0000:0000:0000:0000:0000:FFFF:127.0.0.1'
2024-05-01T14:09:40.306675Z	    9 Query	SHOW GRANTS FOR testuser@'0000:0000:0000:0000:0000:FFFF:127.0.0.1'
2024-05-01T14:09:40.307630Z	    9 Query	SELECT USER()
2024-05-01T14:09:40.308302Z	    9 Query	SELECT current_user()
2024-05-01T14:09:40.308966Z	    9 Query	SHOW PROCESSLIST
2024-05-01T14:09:40.310857Z	   28 Connect	root@127.0.0.1 on test using TCP/IP
2024-05-01T14:09:40.311517Z	   28 Quit	
2024-05-01T14:09:40.311776Z	    9 Query	REVOKE ALL ON test.* FROM testuser@'0000:0000:0000:0000:0000:FFFF:127.0.0.1'
2024-05-01T14:09:40.506558Z	    9 Query	RENAME USER testuser@'0000:0000:0000:0000:0000:FFFF:127.0.0.1' to testuser1@'0000:0000:0000:0000:0000:FFFF:127.0.0.1'
2024-05-01T14:09:40.674159Z	    9 Query	SET PASSWORD FOR `testuser1`@`0000:0000:0000:0000:0000:ffff:127.0.0.1`=<secret>
2024-05-01T14:09:40.822002Z	    9 Query	SELECT USER()
2024-05-01T14:09:40.822884Z	    9 Query	DROP USER testuser1@'0000:0000:0000:0000:0000:FFFF:127.0.0.1'
2024-05-01T14:09:41.008395Z	    9 Query	SET @nip= inet_aton('0000:0000:0000:0000:0000:FFFF:127.0.0.1')
2024-05-01T14:09:41.009137Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:41.009772Z	    9 Query	CREATE TABLE t1 (c1 varbinary(16), c2 varchar(16), c3 binary(16), c4 char(16), c5 long, c6 int) charset latin1
2024-05-01T14:09:42.032515Z	    9 Query	INSERT INTO t1 VALUES (@nip,@nip,@nip,@nip,@nip,@nip)
2024-05-01T14:09:42.299805Z	    9 Query	SELECT inet_ntoa(c1) FROM t1
2024-05-01T14:09:42.300956Z	    9 Query	SELECT inet_ntoa(CAST(c1 AS UNSIGNED)) FROM t1
2024-05-01T14:09:42.301772Z	    9 Query	SELECT inet_ntoa(c2) FROM t1
2024-05-01T14:09:42.302529Z	    9 Query	SELECT inet_ntoa(CAST(c2 AS UNSIGNED)) FROM t1
2024-05-01T14:09:42.303361Z	    9 Query	SELECT inet_ntoa(c3) FROM t1
2024-05-01T14:09:42.304060Z	    9 Query	SELECT inet_ntoa(CAST(c3 AS UNSIGNED)) FROM t1
2024-05-01T14:09:42.304745Z	    9 Query	SELECT inet_ntoa(c4) FROM t1
2024-05-01T14:09:42.305439Z	    9 Query	SELECT inet_ntoa(CAST(c4 AS UNSIGNED)) FROM t1
2024-05-01T14:09:42.306078Z	    9 Query	SELECT inet_ntoa(c5) FROM t1
2024-05-01T14:09:42.306838Z	    9 Query	SELECT inet_ntoa(CAST(c5 AS UNSIGNED)) FROM t1
2024-05-01T14:09:42.307550Z	    9 Query	SELECT inet_ntoa(c6) FROM t1
2024-05-01T14:09:42.308396Z	    9 Query	DROP TABLE IF EXISTS t1
2024-05-01T14:09:42.835942Z	    9 Query	SELECT @nip
2024-05-01T14:09:42.836605Z	    9 Query	SELECT inet_ntoa(@nip)
2024-05-01T14:09:42.837136Z	    9 Query	SET @nip6= inet6_aton('0000:0000:0000:0000:0000:FFFF:127.0.0.1')
2024-05-01T14:09:42.838137Z	    9 Query	CREATE TABLE t1 (c1 varbinary(16), c2 varchar(16), c3 binary(16), c4 char(16), c5 long, c6 int) charset latin1
2024-05-01T14:09:43.849759Z	    9 Query	INSERT IGNORE INTO t1 VALUES (@nip6,@nip6,@nip6,@nip6,@nip6,@nip6)
2024-05-01T14:09:44.048951Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:44.050406Z	    9 Query	SELECT inet6_ntoa(c1) FROM t1
2024-05-01T14:09:44.051485Z	    9 Query	SELECT inet6_ntoa(CAST(c1 AS BINARY(16))) FROM t1
2024-05-01T14:09:44.052435Z	    9 Query	SELECT inet6_ntoa(c2) FROM t1
2024-05-01T14:09:44.053147Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:44.053777Z	    9 Query	SELECT inet6_ntoa(CAST(c2 AS BINARY(16))) FROM t1
2024-05-01T14:09:44.054613Z	    9 Query	SELECT inet6_ntoa(c3) FROM t1
2024-05-01T14:09:44.055518Z	    9 Query	SELECT inet6_ntoa(CAST(c3 AS BINARY(16))) FROM t1
2024-05-01T14:09:44.056397Z	    9 Query	SELECT inet6_ntoa(c4) FROM t1
2024-05-01T14:09:44.057009Z	    9 Query	SHOW WARNINGS
2024-05-01T14:09:44.057547Z	    9 Query	SELECT inet6_ntoa(CAST(c4 AS BINARY(16))) FROM t1
